Character-ID,Gender,Hair,Hat,TShirt,Pants,Shoes,Beard,Accessory,Fat,Muscles,Slimness,Thin,BreastSize,Neck_Width,Ear_Size,Ear_Angle,Jaw_Width,Jaw_Shift,Jaw_Offset,Cheek_Size,Chin_Offset,Eye_Width,Eye_Form,Eye_InnerCorner,Eye_Corner,Eye_Rotation,Eye_Offset,Eye_ScaleX,Eye_ScaleY,Eye_Size,Eye_Close,Eye_Height,Brow_Height,Brow_Shape,Brow_Thickness,Brow_Length,Nose_Length,Nose_Size,Nose_Angle,Nose_Offset,Nose_Bridge,Nose_Hump,Mouth_Offset,Mouth_Width,Mouth_Size,Mouth_Open,Mouth_Bulging,LipsCorners_Offset,Face_Form,Chin_Width,Chin_Form,Head_Offset,Height,Smile,Sadness,Surprise,Thoughtful,Angry,HeadSize,SkinColor.r,SkinColor.g,SkinColor.b,SkinColor.a,EyeColor.r,EyeColor.g,EyeColor.b,EyeColor.a,HairColor.r,HairColor.g,HairColor.b,HairColor.a,UnderpantsColor.r,UnderpantsColor.g,UnderpantsColor.b,UnderpantsColor.a,Answer.q1_Description,Answer.q2_Description,Answer.q3_Description,AnswerCombined
40345810112686-274,1,10,-1,0,0,7,3,-1,66.66666412,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.026666669,0,0,0,0,0,-0.083333336,0.40234375,0.1796875,0.12890625,1,0.125,0.59375,0.99609375,1,0,0.76953125,0,1,0.566037774,0.566037774,0.566037774,1,"The man has well defined muscle - arms and pecs. He also has green curly hair and a green mustache. His eyes are completely white, no iris or pupils.","The man is wearing a blue t-shirt, gray slacks and lighter gray shoes.","The man has good posture, is probably a factory or wharehouse worker. Eventhough he is neatly dressed he will not have a job that pays much until he gets rid of the green hair.","The man has well defined muscle - arms and pecs. He also has green curly hair and a green mustache. His eyes are completely white, no iris or pupils. The man is wearing a blue t-shirt, gray slacks and lighter gray shoes. The man has good posture, is probably a factory or wharehouse worker. Eventhough he is neatly dressed he will not have a job that pays much until he gets rid of the green hair."
12034760600546-92,1,2,-1,8,1,2,3,-1,33.33333206,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.026666669,0,0,0,0,0,-0.083333336,0.41015625,0.1796875,0.09765625,1,0.7421875,0.7421875,0.7421875,1,0.7421875,0.7421875,0.7421875,1,0.566037774,0.566037774,0.566037774,1,"The person is medium height and weight and they are dark-complected. Their shoulders are broad and their chest appears somewhat developed in terms of muscularity. They have a full head of gray hair and also sport a mustache and short beard, as well as white piercing eyes.",The person has on knee-length denim-colored shorts and yellow high-top sneakers. They are also wearing a two-toned pastel top with a low collar. The top is long-sleeved but the sleeves seem to be halfway pushed up.,"The person has a forceful demeanor and an air that's kind of off-putting. Even though they're older, they seem to be an athletic type and someone who is very physically capable. They could easily be a professional athlete (maybe retired) and/or someone working in private security.","The person is medium height and weight and they are dark-complected. Their shoulders are broad and their chest appears somewhat developed in terms of muscularity. They have a full head of gray hair and also sport a mustache and short beard, as well as white piercing eyes. The person has on knee-length denim-colored shorts and yellow high-top sneakers. They are also wearing a two-toned pastel top with a low collar. The top is long-sleeved but the sleeves seem to be halfway pushed up. The person has a forceful demeanor and an air that's kind of off-putting. Even though they're older, they seem to be an athletic type and someone who is very physically capable. They could easily be a professional athlete (maybe retired) and/or someone working in private security."
40415858013620-275,1,10,-1,0,1,4,3,2,66.66666412,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,0.083333336,0.83984375,0.60546875,0.4765625,1,0.125,0.59375,0.99609375,1,0.37890625,0.15625,0,1,0.566037774,0.566037774,0.566037774,1,This is a man with big muscles. He is pale skin. She is shaggy brown hair and a beard.,This man is in a blue t-shirt. He is wearing grey shorts. He is wearing black clogs.,"This is a grown up hipster. Even though he has to go to work and be a part of regular society, he hasn't let his hipster ways die completely. He is a dad and husband, but desperately wants to be young again.","This is a man with big muscles. He is pale skin. She is shaggy brown hair and a beard. This man is in a blue t-shirt. He is wearing grey shorts. He is wearing black clogs. This is a grown up hipster. Even though he has to go to work and be a part of regular society, he hasn't let his hipster ways die completely. He is a dad and husband, but desperately wants to be young again."
12103708973894-93,1,2,-1,7,2,2,3,-1,66.66666412,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,0.25,0.4921875,0.24609375,0.15625,1,0.37890625,0.15625,0,1,0.7421875,0.7421875,0.7421875,1,0.566037774,0.566037774,0.566037774,1,"He is very short, almost as short as a child or teenager. He has dark skin. He has gray hair.",He is wearing a white button up top with the sleeves rolled up. He has long yellow pants on. He is wearing matching yellow shoes.,He does his own thing in life. His fashion sense is behind the times. He is stuck in the past.,"He is very short, almost as short as a child or teenager. He has dark skin. He has gray hair. He is wearing a white button up top with the sleeves rolled up. He has long yellow pants on. He is wearing matching yellow shoes. He does his own thing in life. His fashion sense is behind the times. He is stuck in the past."
40490697900046-276,1,10,-1,12,0,8,3,6,33.33333206,66.66666412,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,0.083333336,0.7578125,0.38671875,0.2578125,1,0.125,0.59375,0.99609375,1,0,0,0,1,0.566037774,0.566037774,0.566037774,1,This man is short and skinny with hand skin. He has black hair and short cropped black facial hair and black eyebrows. His eyes are light blue.,This man is wearing a doctor's jacket with a stethoscope draped over his shoulders. He appears to be wearing a black headband. He has straight black pants and green boots on.,This man seems like a professional doctor at his job. He seems very young and hip in fashionable. He seems quite nice but also quite serious about his work.,This man is short and skinny with hand skin. He has black hair and short cropped black facial hair and black eyebrows. His eyes are light blue. This man is wearing a doctor's jacket with a stethoscope draped over his shoulders. He appears to be wearing a black headband. He has straight black pants and green boots on. This man seems like a professional doctor at his job. He seems very young and hip in fashionable. He seems quite nice but also quite serious about his work.
12114732970464-94,1,2,-1,7,0,8,3,0,33.33333206,33.33333206,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.026666669,0,0,0,0,0,0.083333336,0.66015625,0.30859375,0.1796875,1,0.80078125,0.2421875,0.99609375,1,0.99609375,0.99609375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,The person is a male. The male looks to be about six feet tall. The man weighs about 175 pounds and looks to be in his early to mid fifteies. He has a full head of grey hair with a grey mustache and goatee.,The man has on a pair of grey slacks. He is also wearing a white long sleeve shirt that he has the sleeves rolled up on. He is wearing a pair of square framed sunglasses and a light green pair of tennis shoes.,The man looks semi professional. He looks like he could be a consultant. He actually has the look about himself as that of an architect.,The person is a male. The male looks to be about six feet tall. The man weighs about 175 pounds and looks to be in his early to mid fifteies. He has a full head of grey hair with a grey mustache and goatee. The man has on a pair of grey slacks. He is also wearing a white long sleeve shirt that he has the sleeves rolled up on. He is wearing a pair of square framed sunglasses and a light green pair of tennis shoes. The man looks semi professional. He looks like he could be a consultant. He actually has the look about himself as that of an architect.
1211836725465-25,1,-1,0,8,14,12,0,4,66.66666412,33.33333206,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.113333337,0,0,0,0,0,-0.083333336,0.40234375,0.1796875,0.12890625,1,0.125,0.59375,0.99609375,1,0.37890625,0.15625,0,1,0.566037774,0.566037774,0.566037774,1,The man is standing up straight.  His skin is a dark color.  He has bright blue eyes.,The man is wearing olive colored cargo pants.  His shoes are blue.  He has a red cap and a headset.,The man looks like he is into music.  He might be a deejay or a music producer.  The man is knowledgable about pop culture.,The man is standing up straight.  His skin is a dark color.  He has bright blue eyes. The man is wearing olive colored cargo pants.  His shoes are blue.  He has a red cap and a headset. The man looks like he is into music.  He might be a deejay or a music producer.  The man is knowledgable about pop culture.
4054660563034-30,1,0,0,2,3,6,-1,12,66.66666412,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.113333337,0,0,0,0,0,-0.083333336,0.7578125,0.38671875,0.2578125,1,0.7421875,0.7421875,0.7421875,1,0.73046875,0.4453125,0,1,0.566037774,0.566037774,0.566037774,1,"This person, probably male, has peach skin tone. His build is medium and he appears to be in his 20s or 30s. His hair is hidden under a hoodie, so the color is uncertain. His eyes are also obscured but appear gray or green. He has no beard or mustache.",He is wearing a yellow hooded jacket with a white waistband. The hood covers a red baseball cap. His pants are long and dark gray. He wears reddish-brown shoes or boots and has large glasses with brown lenses.,He may be a college student or an unemployed slacker. His look is casual and unprofessional. He might be looking for work or work at a job like an Uber driver or pizza delivery.,"This person, probably male, has peach skin tone. His build is medium and he appears to be in his 20s or 30s. His hair is hidden under a hoodie, so the color is uncertain. His eyes are also obscured but appear gray or green. He has no beard or mustache. He is wearing a yellow hooded jacket with a white waistband. The hood covers a red baseball cap. His pants are long and dark gray. He wears reddish-brown shoes or boots and has large glasses with brown lenses. He may be a college student or an unemployed slacker. His look is casual and unprofessional. He might be looking for work or work at a job like an Uber driver or pizza delivery."
12124712638658-95,1,2,-1,7,0,0,3,0,66.66666412,66.66666412,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.059999999,0,0,0,0,0,0.25,0.4921875,0.24609375,0.15625,1,0.125,0.59375,0.99609375,1,0.99609375,0.5,0.0234375,1,0.566037774,0.566037774,0.566037774,1,This man has a dark olive skin tone. He has golden yellow hair. He is skinny.,"This man is wearing a white button down shirt with the sleeve rolled up. He is wearing grey slacks. He has on plain, grey shoes.","This man is a professional, with a degree, but in a laid back field. He has to look nice, but can be more casual with the rolled up sleeves. He is very creative and unique.","This man has a dark olive skin tone. He has golden yellow hair. He is skinny. This man is wearing a white button down shirt with the sleeve rolled up. He is wearing grey slacks. He has on plain, grey shoes. This man is a professional, with a degree, but in a laid back field. He has to look nice, but can be more casual with the rolled up sleeves. He is very creative and unique."
40569666492130-277,1,10,-1,6,4,2,3,10,66.66666412,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.026666669,0,0,0,0,0,-0.083333336,0.88671875,0.53515625,0.41015625,1,0.37890625,0.15625,0,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,"It is a man.
He has purple hair.
He has a black mustache and goatee.","He is wearing casual yellow loafers.
He is wearing a red open shirt with partial white sleeves over a green t-shirt.
He is wearing dark pants.","He is slouching is shoulders a bit.
He looks casual.
He looks non-threatening.","It is a man.
He has purple hair.
He has a black mustache and goatee. He is wearing casual yellow loafers.
He is wearing a red open shirt with partial white sleeves over a green t-shirt.
He is wearing dark pants. He is slouching is shoulders a bit.
He looks casual.
He looks non-threatening."
12165955837561-96,1,2,-1,7,0,5,3,3,66.66666412,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,-0.083333336,0.4921875,0.24609375,0.15625,1,0.7421875,0.7421875,0.7421875,1,0.99609375,0.265625,0,1,0.566037774,0.566037774,0.566037774,1,This is a man with chocolate brown skin. He has white eyes. His hair is a reddish color and he has a beard and goatee.,This man is wearing a button down shirt and slacks. He is wearing a backward hat. He is wearing brown sneakers.,"This man is laid back and kind of a slob. He doesn't have to present himself in a certain way, since he is a writers. But he takes that to an extreme level of laziness.","This is a man with chocolate brown skin. He has white eyes. His hair is a reddish color and he has a beard and goatee. This man is wearing a button down shirt and slacks. He is wearing a backward hat. He is wearing brown sneakers. This man is laid back and kind of a slob. He doesn't have to present himself in a certain way, since he is a writers. But he takes that to an extreme level of laziness."
40588310076566-278,1,10,2,0,0,2,3,10,66.66666412,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.026666669,0,0,0,0,0,0.25,0.59765625,0.27734375,0.15625,1,0.99609375,0,0,1,0.99609375,0,0.99609375,1,0.566037774,0.566037774,0.566037774,1,He is short and stocky. He has tan skin. His facial hair is a dyed purple color.,He has a blue short sleeve t-shirt on. He is wearing long gray or black pants. He has yellow sneakers on.,He is an artist. He loves being creating and living by the beat of his own drum. He is a free thinker.,He is short and stocky. He has tan skin. His facial hair is a dyed purple color. He has a blue short sleeve t-shirt on. He is wearing long gray or black pants. He has yellow sneakers on. He is an artist. He loves being creating and living by the beat of his own drum. He is a free thinker.
12184803332030-97,1,2,-1,9,2,3,3,3,66.66666412,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.026666669,0,0,0,0,0,0.25,0.7578125,0.38671875,0.2578125,1,0.99609375,0,0,1,0.37890625,0.15625,0,1,0.566037774,0.566037774,0.566037774,1,This man is very short. He has a large head and red eyes. He has slightly tan skin.,He has bright yellow pants on. He is wearing a gray sweater over a white shirt. He has headphones on.,He is sort of hunched over. He might have back problems. He might be sensitive to loud noises.,This man is very short. He has a large head and red eyes. He has slightly tan skin. He has bright yellow pants on. He is wearing a gray sweater over a white shirt. He has headphones on. He is sort of hunched over. He might have back problems. He might be sensitive to loud noises.
40670973461147-279,1,10,1,13,0,3,4,1,100,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,0.25,0.88671875,0.53515625,0.41015625,1,0.80078125,0.2421875,0.99609375,1,0,0.76953125,0,1,0.566037774,0.566037774,0.566037774,1,He looks like someone who might work out. He seems as if he is a fit individual. He also seems very confident.,He is wearing black pants and it seems as if he may have on a crossing guard vest. He has a hat on his head and he is wearing glasses.,"From the way he is dressed, I would have to say he is a crossing guard.","He looks like someone who might work out. He seems as if he is a fit individual. He also seems very confident. He is wearing black pants and it seems as if he may have on a crossing guard vest. He has a hat on his head and he is wearing glasses. From the way he is dressed, I would have to say he is a crossing guard."
14792104841150-98,1,3,-1,4,1,1,2,12,100,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.026666669,0,0,0,0,0,0.25,0.41015625,0.1796875,0.09765625,1,0.99609375,0,0,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,He is a short black man. He appears a few pounds slightly overweight. He has purple hair.,He is wearing a gray jacket and white shirt with red tie. He has on a pair of shorts. He is wearingÂ flip flops and glasses,He appears casual. He could be a bartender. He is looking slightly to his left,He is a short black man. He appears a few pounds slightly overweight. He has purple hair. He is wearing a gray jacket and white shirt with red tie. He has on a pair of shorts. He is wearingÂ flip flops and glasses He appears casual. He could be a bartender. He is looking slightly to his left
14837764435749-99,1,3,-1,7,0,5,3,1,33.33333206,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,-0.083333336,0.40234375,0.1796875,0.12890625,1,0.125,0.59375,0.99609375,1,0.99609375,0.5,0.0234375,1,0.566037774,0.566037774,0.566037774,1,"This man is of average height. He has a medium, slightly stocky build. He has short blond hair and dark skin.",His clothing is neat and professional. He has white button down shirt. It is paired with gray trousers and shoes. He has glasses.,"This look seems like it belongs in an office environment. He probably works at a desk, with computers, etc. It is very neat and conservative.","This man is of average height. He has a medium, slightly stocky build. He has short blond hair and dark skin. His clothing is neat and professional. He has white button down shirt. It is paired with gray trousers and shoes. He has glasses. This look seems like it belongs in an office environment. He probably works at a desk, with computers, etc. It is very neat and conservative."
